,Date,SecuritiesCode,Close,AdjustedClose,ExpectedDividend,MovingAvg_5Day,ExpMovingAvg_5Day,Volatility_5Day
1977,2017-02-09,1333,3390.0,3390.0,0,3287.0,3305.941495927309,0.0252625172576709
1978,2017-02-10,1333,3385.0,3385.0,0,3337.0,3332.294330618206,0.0264568219817165
1979,2017-02-13,1333,3350.0,3350.0,0,3368.0,3338.1962204121373,0.0286224086957831
1980,2017-02-14,1333,3275.0,3275.0,0,3347.0,3317.130813608092,0.0147555718219609
1981,2017-02-15,1333,3285.0,3285.0,0,3337.0,3306.420542405395,0.0146125160798094
3004,2017-01-12,1376,1521.0,1521.0,0,1548.0,1544.8518518518522,0.0148172047646905
3005,2017-01-13,1376,1538.0,1538.0,0,1548.0,1542.567901234568,0.0159112893068629
3006,2017-01-16,1376,1524.0,1524.0,0,1541.8,1536.3786008230456,0.0149529048551542
3007,2017-01-17,1376,1512.0,1512.0,0,1531.6,1528.252400548697,0.014066961106854
3008,2017-01-18,1376,1491.0,1491.0,0,1517.2,1515.8349336991316,0.0138059677351415
3009,2017-01-19,1376,1496.0,1496.0,0,1512.2,1509.2232891327544,0.0102657379347107
3010,2017-01-20,1376,1512.0,1512.0,0,1507.0,1510.1488594218365,0.0100991705038968
3011,2017-01-23,1376,1502.0,1502.0,0,1502.6,1507.432572947891,0.0098009650421728
3012,2017-01-24,1376,1493.0,1493.0,0,1498.8,1502.6217152985942,0.009593863277297
3013,2017-01-25,1376,1504.0,1504.0,0,1501.4,1503.0811435323965,0.0077998445282337
3014,2017-01-26,1376,1513.0,1513.0,0,1504.8,1506.3874290215977,0.0080198895752766
3015,2017-01-27,1376,1517.0,1517.0,0,1505.8,1509.9249526810652,0.006603523919016
3016,2017-01-30,1376,1492.0,1492.0,0,1503.8,1503.9499684540435,0.0099972474132303
3017,2017-01-31,1376,1481.0,1481.0,0,1501.4,1496.2999789693624,0.0101774075918191
3018,2017-02-01,1376,1487.0,1487.0,0,1498.0,1493.199985979575,0.0095388690505551
3019,2017-02-02,1376,1456.0,1456.0,0,1486.6,1480.79999065305,0.0112151976332142
3020,2017-02-03,1376,1441.0,1441.0,0,1471.4,1467.5333271020336,0.0096175278383196
3021,2017-02-06,1376,1448.0,1448.0,0,1462.6,1461.0222180680223,0.0107989167758232
3022,2017-02-07,1376,1453.0,1453.0,0,1457.0,1458.3481453786817,0.0115101785275823
3023,2017-02-08,1376,1442.0,1442.0,0,1448.0,1452.898763585788,0.0106693700125634
3024,2017-02-09,1376,1465.0,1465.0,0,1449.8,1456.932509057192,0.0105257512928186
3025,2017-02-10,1376,1466.0,1466.0,0,1454.8,1459.955006038128,0.0084382617777508
3026,2017-02-13,1376,1450.0,1450.0,0,1455.2,1456.636670692085,0.0104946677995608
3027,2017-02-14,1376,1441.0,1441.0,0,1452.8,1451.424447128057,0.0106543636990007
3028,2017-02-15,1376,1444.0,1444.0,0,1453.2,1448.9496314187047,0.0101735914426223
3980,2017-01-12,1377,3370.0,3370.0,0,3308.0,3315.761316872429,0.0285448864054215
3981,2017-01-13,1377,3335.0,3335.0,0,3314.0,3322.174211248286,0.0288254774106558
3982,2017-01-16,1377,3330.0,3330.0,0,3317.0,3324.782807498858,0.028848788991044
3983,2017-01-17,1377,3215.0,3215.0,0,3294.0,3288.188538332572,0.0327903889674088
3984,2017-01-18,1377,3280.0,3280.0,0,3306.0,3285.4590255550484,0.0306267596638538
3985,2017-01-19,1377,3310.0,3310.0,0,3294.0,3293.639350370033,0.0210083787764718
3986,2017-01-20,1377,3300.0,3300.0,0,3287.0,3295.759566913356,0.0206630806167565
3987,2017-01-23,1377,3260.0,3260.0,0,3273.0,3283.8397112755706,0.0211324136331434
3988,2017-01-24,1377,3245.0,3245.0,0,3279.0,3270.8931408503804,0.0127027069632018
3989,2017-01-25,1377,3250.0,3250.0,0,3273.0,3263.9287605669206,0.0078665533582871
3990,2017-01-26,1377,3260.0,3260.0,0,3263.0,3262.6191737112804,0.0060129438468476
3991,2017-01-27,1377,3210.0,3210.0,0,3245.0,3245.0794491408537,0.0081819496634993
3992,2017-01-30,1377,3270.0,3270.0,0,3247.0,3253.3862994272363,0.0123799530148479
3993,2017-01-31,1377,3235.0,3235.0,0,3245.0,3247.257532951491,0.0132999540656875
3994,2017-02-01,1377,3275.0,3275.0,0,3250.0,3256.505021967661,0.0145461674770765
3995,2017-02-02,1377,3215.0,3215.0,0,3241.0,3242.670014645108,0.0169700278733896
3996,2017-02-03,1377,3260.0,3260.0,0,3251.0,3248.446676430072,0.0165612414013642
3997,2017-02-06,1377,3230.0,3230.0,0,3243.0,3242.297784286715,0.0146381129056849
3998,2017-02-07,1377,3140.0,3140.0,0,3224.0,3208.19852285781,0.0186581266852186
3999,2017-02-08,1377,3175.0,3175.0,0,3204.0,3197.132348571874,0.0183692154049692
4000,2017-02-09,1377,3150.0,3150.0,0,3191.0,3181.421565714583,0.0171697172268016
4001,2017-02-10,1377,3180.0,3180.0,0,3175.0,3180.9477104763887,0.0160919892823903
4002,2017-02-13,1377,3200.0,3200.0,0,3169.0,3187.298473650926,0.0165506451411041
4003,2017-02-14,1377,3160.0,3160.0,0,3173.0,3178.1989824339507,0.0107782562434675
4004,2017-02-15,1377,3175.0,3175.0,0,3173.0,3177.132654955967,0.0096475153725216
4956,2017-01-12,1379,2094.0,2094.0,0,2118.0,2114.320987654321,0.005624399589473
4957,2017-01-13,1379,2077.0,2077.0,0,2107.8,2101.8806584362146,0.005765403744045
4958,2017-01-16,1379,2049.0,2049.0,0,2089.8,2084.25377229081,0.003111095277201
4959,2017-01-17,1379,2024.0,2024.0,0,2070.6,2064.169181527207,0.0035317863447483
4960,2017-01-18,1379,2030.0,2030.0,0,2054.8,2052.7794543514715,0.0065108550253484
4961,2017-01-19,1379,2076.0,2076.0,0,2051.2,2060.5196362343145,0.014977529964225
4962,2017-01-20,1379,2053.0,2053.0,0,2046.4,2058.0130908228766,0.015353059724424
4963,2017-01-23,1379,2011.0,2011.0,0,2038.8,2042.3420605485844,0.0169028730608128
4964,2017-01-24,1379,2012.0,2012.0,0,2036.4,2032.2280403657232,0.0162433544282975
4965,2017-01-25,1379,2020.0,2020.0,0,2034.4,2028.1520269104824,0.0163138463596214
4966,2017-01-26,1379,2034.0,2034.0,0,2026.0,2030.101351273655,0.0115273387818495
4967,2017-01-27,1379,2028.0,2028.0,0,2021.0,2029.4009008491037,0.0108357367475044
4968,2017-01-30,1379,2051.0,2051.0,0,2029.0,2036.6006005660693,0.0055232098630916
4969,2017-01-31,1379,2043.0,2043.0,0,2035.2,2038.733733710713,0.0064783153037809
4970,2017-02-01,1379,2046.0,2046.0,0,2040.4,2041.155822473809,0.0064870066853336
4971,2017-02-02,1379,2043.0,2043.0,0,2042.2,2041.7705483158727,0.0061560635518271
4972,2017-02-03,1379,2110.0,2110.0,0,2058.6,2064.5136988772483,0.0147799877773744
4973,2017-02-06,1379,2126.0,2126.0,0,2073.6,2085.0091325848325,0.0146623491083674
4974,2017-02-07,1379,2131.0,2131.0,0,2091.2,2100.3394217232217,0.0137155091812069
4975,2017-02-08,1379,2137.0,2137.0,0,2109.4,2112.559614482148,0.0135570571269933
4976,2017-02-09,1379,2130.0,2130.0,0,2126.8,2118.373076321432,0.0139167022044434
4977,2017-02-10,1379,2153.0,2153.0,0,2135.4,2129.915384214288,0.0053667665444323
4978,2017-02-13,1379,2179.0,2179.0,0,2146.0,2146.276922809526,0.0063711671347474
4979,2017-02-14,1379,2160.0,2160.0,0,2151.8,2150.8512818730173,0.0089201109980587
4980,2017-02-15,1379,2153.0,2153.0,0,2155.0,2151.5675212486785,0.0093048095374357
5932,2017-01-12,1381,1935.0,1935.0,0,1932.4,1937.9135802469136,0.0135984488345551
5933,2017-01-13,1381,1937.0,1937.0,0,1933.8,1937.6090534979423,0.0115451418532847
5934,2017-01-16,1381,1939.0,1939.0,0,1939.2,1938.0727023319616,0.0101207801794867
5935,2017-01-17,1381,1921.0,1921.0,0,1933.4,1932.3818015546408,0.0050952106519038
5936,2017-01-18,1381,1921.0,1921.0,0,1930.6,1928.5878677030944,0.0044319851006223
5937,2017-01-19,1381,1912.0,1912.0,0,1926.0,1923.0585784687296,0.0045434657839762
5938,2017-01-20,1381,2170.0,2170.0,0,1972.6,2005.37238564582,0.0582055331290126
5939,2017-01-23,1381,2061.0,2061.0,0,1997.0,2023.91492376388,0.0671605285690028
5940,2017-01-24,1381,2045.0,2045.0,0,2021.8,2030.943282509253,0.0670410610007697
5941,2017-01-25,1381,2031.0,2031.0,0,2043.8,2030.9621883395023,0.0674307938546963
5942,2017-01-26,1381,2039.0,2039.0,0,2069.2,2033.641458893002,0.0670335889226289
5943,2017-01-27,1381,2044.0,2044.0,0,2044.0,2037.094305928668,0.0227468504691323
5944,2017-01-30,1381,2014.0,2014.0,0,2034.6,2029.3962039524451,0.0077713067130675
5945,2017-01-31,1381,2004.0,2004.0,0,2026.4,2020.930802634964,0.0075830106966355
5946,2017-02-01,1381,2009.0,2009.0,0,2022.0,2016.9538684233091,0.0078634858250754
5947,2017-02-02,1381,2038.0,2038.0,0,2021.8,2023.96924561554,0.0107349968813122
5948,2017-02-03,1381,2030.0,2030.0,0,2019.0,2025.9794970770267,0.0107358346796867
5949,2017-02-06,1381,2030.0,2030.0,0,2022.2,2027.319664718018,0.0077352210632305
5950,2017-02-07,1381,2048.0,2048.0,0,2031.0,2034.213109812012,0.0072573116350459
5951,2017-02-08,1381,2070.0,2070.0,0,2043.2,2046.142073208008,0.0076490331697928
5952,2017-02-09,1381,2099.0,2099.0,0,2055.4,2063.761382138672,0.0075360418291953
5953,2017-02-10,1381,2056.0,2056.0,0,2060.6,2061.174254759115,0.0139794297943645
5954,2017-02-13,1381,2030.0,2030.0,0,2060.6,2050.782836506077,0.0156209479388258
5955,2017-02-14,1381,2076.0,2076.0,0,2066.2,2059.188557670718,0.0184616230884716
5956,2017-02-15,1381,2081.0,2081.0,0,2068.4,2066.4590384471458,0.0179318656345399
6908,2017-01-12,1407,861.0,662.3,0,670.6200000000001,666.424279835391,0.0155564584140576
6909,2017-01-13,1407,861.0,662.3,0,666.92,665.0495198902606,0.0093960647027804
6910,2017-01-16,1407,763.0,586.9,0,648.6,638.9996799268405,0.0521893175448791
6911,2017-01-17,1407,763.0,586.9,0,631.5199999999999,621.633119951227,0.0532125831364118
6912,2017-01-18,1407,760.0,584.6,0,616.6,609.2887466341513,0.0542236553420783
6913,2017-01-19,1407,752.0,578.5,0,599.8399999999999,599.0258310894342,0.05261523839973
6914,2017-01-20,1407,755.0,580.8,0,583.54,592.9505540596228,0.0531525182425886
6915,2017-01-23,1407,746.0,573.8,0,580.92,586.5670360397486,0.0068246662839327
6916,2017-01-24,1407,804.0,618.5,0,587.24,597.2113573598324,0.0366251705807251
6917,2017-01-25,1407,813.0,625.4,0,595.4,606.6075715732215,0.0357528244113214
6918,2017-01-26,1407,805.0,619.2,0,603.54,610.8050477154811,0.0356652541953239
6919,2017-01-27,1407,843.0,648.5,0,617.08,623.3700318103208,0.0377594870648157
6920,2017-01-30,1407,823.0,633.1,0,628.9399999999999,626.6133545402139,0.0407139787608996
6921,2017-01-31,1407,815.0,626.9,0,630.62,626.7089030268093,0.0273768663474803
6922,2017-02-01,1407,832.0,640.0,0,633.54,631.1392686845395,0.0284274794338496
6923,2017-02-02,1407,821.0,631.5,0,636.0,631.2595124563597,0.0289011852033261
6924,2017-02-03,1407,824.0,633.8,0,633.0600000000001,632.1063416375732,0.0172410314879921
6925,2017-02-06,1407,831.0,639.2,0,634.28,634.4708944250489,0.013875601330146
6926,2017-02-07,1407,827.0,636.2,0,636.14,635.0472629500326,0.0129463098817391
6927,2017-02-08,1407,825.0,634.6,0,635.0600000000001,634.8981753000218,0.008337721952141
6928,2017-02-09,1407,824.0,633.8,0,635.52,634.5321168666812,0.0053059975653496
6929,2017-02-10,1407,824.0,633.8,0,635.5200000000001,634.2880779111208,0.005050765304826
6930,2017-02-13,1407,833.0,640.8,0,635.8399999999999,636.4587186074139,0.00611270570075
6931,2017-02-14,1407,827.0,636.2,0,635.84,636.3724790716093,0.0067171939767404
6932,2017-02-15,1407,810.0,623.1,0,633.54,631.9483193810729,0.0116204641821467
8807,2017-01-12,1414,4940.0,2470.0,0,2494.5,2491.1316872427988,0.0074607588850314
8808,2017-01-13,1414,4925.0,2462.5,0,2484.0,2481.5877914952,0.0074857961563832
8809,2017-01-16,1414,4915.0,2457.5,0,2472.5,2473.5585276634665,0.0072509051249725
8810,2017-01-17,1414,4845.0,2422.5,0,2461.0,2456.5390184423118,0.0073585190149215
8811,2017-01-18,1414,4870.0,2435.0,0,2449.5,2449.359345628208,0.0073979104479456
8812,2017-01-19,1414,4845.0,2422.5,0,2440.0,2440.406230418805,0.0070126411614393
8813,2017-01-20,1414,4860.0,2430.0,0,2433.5,2436.9374869458707,0.0076994433384367
8814,2017-01-23,1414,4815.0,2407.5,0,2423.5,2427.124991297247,0.0082207715680138
8815,2017-01-24,1414,4820.0,2410.0,0,2421.0,2421.416660864832,0.00601646513989
8816,2017-01-25,1414,4865.0,2432.5,0,2420.5,2425.1111072432213,0.0072422455358326
8817,2017-01-26,1414,4875.0,2437.5,0,2423.5,2429.240738162148,0.0067104144824109
8818,2017-01-27,1414,4870.0,2435.0,0,2424.5,2431.160492108099,0.0066781737880757
8819,2017-01-30,1414,4870.0,2435.0,0,2430.0,2432.440328072066,0.0040896878022279
8820,2017-01-31,1414,4795.0,2397.5,0,2427.5,2420.793552048044,0.0090428752295517
8821,2017-02-01,1414,4865.0,2432.5,0,2427.5,2424.6957013653628,0.0106793514135998
8822,2017-02-02,1414,4750.0,2375.0,0,2415.0,2408.130467576909,0.0149105613177721
8823,2017-02-03,1414,4785.0,2392.5,0,2406.5,2402.9203117179395,0.0159301605053523
8824,2017-02-06,1414,4805.0,2402.5,0,2400.0,2402.78020781196,0.0162663389295479
8825,2017-02-07,1414,4810.0,2405.0,0,2401.5,2403.5201385413066,0.01460084113252
8826,2017-02-08,1414,4825.0,2412.5,0,2397.5,2406.5134256942047,0.0126560722408011
8827,2017-02-09,1414,4760.0,2380.0,0,2398.5,2397.67561712947,0.0081415962682787
8828,2017-02-10,1414,4840.0,2420.0,0,2404.0,2405.117078086313,0.0107679883154604
8829,2017-02-13,1414,4885.0,2442.5,0,2412.0,2417.5780520575427,0.0112209631351135
8830,2017-02-14,1414,5020.0,2510.0,0,2433.0,2448.385368038362,0.0152889899622953
8831,2017-02-15,1414,5000.0,2500.0,0,2450.5,2465.590245358908,0.0162220097317962
9783,2017-01-12,1417,1052.0,1052.0,0,1063.6,1059.7448559670784,0.013201342364508
9784,2017-01-13,1417,1053.0,1053.0,0,1059.8,1057.496570644719,0.0088660916261174
9785,2017-01-16,1417,1052.0,1052.0,0,1057.4,1055.6643804298128,0.0086234064642411
9786,2017-01-17,1417,1050.0,1050.0,0,1055.2,1053.7762536198752,0.0086184184594133
9787,2017-01-18,1417,1048.0,1048.0,0,1051.0,1051.8508357465837,0.006843130204356
9788,2017-01-19,1417,1055.0,1055.0,0,1051.6,1052.900557164389,0.0035971497654932
9789,2017-01-20,1417,1052.0,1052.0,0,1051.4,1052.6003714429262,0.0038860527936342
9790,2017-01-23,1417,1046.0,1046.0,0,1050.2,1050.4002476286175,0.0046329219862044
9791,2017-01-24,1417,1047.0,1047.0,0,1049.6,1049.2668317524117,0.0046918420437809
9792,2017-01-25,1417,1052.0,1052.0,0,1050.4,1050.1778878349412,0.0051441896649009
9793,2017-01-26,1417,1050.0,1050.0,0,1049.4,1050.118591889961,0.0039856858028009
9794,2017-01-27,1417,1043.0,1043.0,0,1047.6,1047.7457279266407,0.0047414546008861
9795,2017-01-30,1417,1045.0,1045.0,0,1047.4,1046.8304852844271,0.0043434230280472
9796,2017-01-31,1417,1030.0,1030.0,0,1044.0,1041.2203235229515,0.0075856953967293
9797,2017-02-01,1417,1050.0,1050.0,0,1043.6,1044.1468823486343,0.0125518019731196
9798,2017-02-02,1417,1042.0,1042.0,0,1042.0,1043.4312548990897,0.0129816233699357
9799,2017-02-03,1417,1104.0,1104.0,0,1054.2,1063.6208365993932,0.0288770099099003
9800,2017-02-06,1417,1092.0,1092.0,0,1063.6,1073.0805577329288,0.030456265273144
9801,2017-02-07,1417,1087.0,1087.0,0,1075.0,1077.7203718219523,0.0288496771776719
9802,2017-02-08,1417,1065.0,1065.0,0,1078.0,1073.4802478813017,0.0312947352067885
9803,2017-02-09,1417,1060.0,1060.0,0,1081.6,1068.986831920868,0.0310751754801381
9804,2017-02-10,1417,1062.0,1062.0,0,1073.2,1066.6578879472454,0.0084173261039526
9805,2017-02-13,1417,1062.0,1062.0,0,1067.2,1065.105258631497,0.0087981545939053
9806,2017-02-14,1417,1053.0,1053.0,0,1060.4,1061.070172420998,0.0088632598896622
9807,2017-02-15,1417,1059.0,1059.0,0,1059.2,1060.380114947332,0.0055684348221657
10759,2017-01-12,1419,545.0,545.0,0,547.6,546.61316872428,0.0128342224616804
10760,2017-01-13,1419,546.0,546.0,0,548.8,546.40877914952,0.0124485577328146
10761,2017-01-16,1419,537.0,537.0,0,547.2,543.2725194330134,0.0140699847283785
10762,2017-01-17,1419,534.0,534.0,0,543.0,540.1816796220089,0.0077268615839648
10763,2017-01-18,1419,536.0,536.0,0,539.6,538.7877864146726,0.00925119094511
10764,2017-01-19,1419,543.0,543.0,0,539.2,540.1918576097818,0.0110750397246743
10765,2017-01-20,1419,546.0,546.0,0,539.2,542.1279050731879,0.0114053174788856
10766,2017-01-23,1419,547.0,547.0,0,541.2,543.7519367154587,0.006695780672992
10767,2017-01-24,1419,549.0,549.0,0,544.2,545.5012911436392,0.0043550947296746
10768,2017-01-25,1419,544.0,544.0,0,545.8,545.0008607624261,0.0079873273887676
10769,2017-01-26,1419,547.0,547.0,0,546.6,545.6672405082841,0.0061278811975996
10770,2017-01-27,1419,548.0,548.0,0,547.0,546.4448270055227,0.0057289468659549
10771,2017-01-30,1419,547.0,547.0,0,547.0,546.6298846703485,0.0057867268630513
10772,2017-01-31,1419,550.0,550.0,0,547.2,547.7532564468991,0.0061212288415393
10773,2017-02-01,1419,549.0,549.0,0,548.2,548.1688376312661,0.0036538548672142
10774,2017-02-02,1419,547.0,547.0,0,548.2,547.7792250875108,0.0036475652211417
10775,2017-02-03,1419,548.0,548.0,0,548.2,547.8528167250072,0.0036475652211417
10776,2017-02-06,1419,548.0,548.0,0,548.4,547.9018778166715,0.0035076941607456
10777,2017-02-07,1419,544.0,544.0,0,547.2,546.601251877781,0.0035204634090782
10778,2017-02-08,1419,547.0,547.0,0,546.8,546.7341679185207,0.0049474213726432
10779,2017-02-09,1419,545.0,545.0,0,546.4,546.1561119456805,0.004949396964553
10780,2017-02-10,1419,550.0,550.0,0,546.8,547.4374079637871,0.0066723605200402
10781,2017-02-13,1419,553.0,553.0,0,547.8,549.2916053091915,0.0069610937620459
10782,2017-02-14,1419,553.0,553.0,0,549.6,550.5277368727943,0.0050696680584788
10783,2017-02-15,1419,553.0,553.0,0,550.8,551.351824581863,0.0050647889000144
11735,2017-01-12,1429,415.0,415.0,0,419.0,418.0534979423869,0.0078460823484741
11736,2017-01-13,1429,417.0,417.0,0,418.6,417.7023319615913,0.0082074067021614
11737,2017-01-16,1429,417.0,417.0,0,417.6,417.4682213077276,0.0069769662999242
11738,2017-01-17,1429,415.0,415.0,0,416.8,416.6454808718184,0.0066508791821219
11739,2017-01-18,1429,412.0,412.0,0,415.2,415.0969872478789,0.0064870175912746
11740,2017-01-19,1429,414.0,414.0,0,415.0,414.7313248319193,0.0055034632058535
11741,2017-01-20,1429,415.0,415.0,0,414.6,414.8208832212796,0.0050099923148882
11742,2017-01-23,1429,407.0,407.0,0,412.6,412.2139221475197,0.0095666881740435
11743,2017-01-24,1429,404.0,404.0,0,410.4,409.4759480983465,0.009633432063552
11744,2017-01-25,1429,408.0,408.0,0,409.6,408.98396539889774,0.0116290235968308
11745,2017-01-26,1429,408.0,408.0,0,408.4,408.65597693259855,0.0111119006976102
11746,2017-01-27,1429,415.0,415.0,0,408.4,410.7706512883991,0.0143185879544204
11747,2017-01-30,1429,417.0,417.0,0,410.4,412.8471008589327,0.0093068055905201
11748,2017-01-31,1429,423.0,423.0,0,414.2,416.23140057262185,0.006914504614754
11749,2017-02-01,1429,412.0,412.0,0,415.0,414.82093371508125,0.0172613201417947
11750,2017-02-02,1429,433.0,433.0,0,420.0,420.8806224767209,0.0272718691046969
11751,2017-02-03,1429,438.0,438.0,0,424.6,426.5870816511473,0.0271241923887705
11752,2017-02-06,1429,439.0,439.0,0,429.0,430.7247211007649,0.0272865527299349
11753,2017-02-07,1429,440.0,440.0,0,432.4,433.81648073384326,0.0273745475300141
11754,2017-02-08,1429,453.0,453.0,0,440.6,440.2109871558956,0.0203808776901491
11755,2017-02-09,1429,419.0,419.0,0,437.8,433.1406581039304,0.0414164257763287
11756,2017-02-10,1429,418.0,418.0,0,433.8,428.09377206928696,0.0403557320747421
11757,2017-02-13,1429,410.0,410.0,0,428.0,422.0625147128581,0.0399540765151912
11758,2017-02-14,1429,417.0,417.0,0,423.4,420.3750098085721,0.0419057591934869
11759,2017-02-15,1429,411.0,411.0,0,415.0,417.2500065390481,0.0356008092460579
