,SecuritiesCode,Open,High,Low,Close,Volume,AdjustmentFactor,ExpectedDividend,Target,CumulativeAdjustmentFactor,AdjustedClose,Return_5Day,MovingAvg_5Day,ExpMovingAvg_5Day,Volatility_5Day,Return_10Day,MovingAvg_10Day,ExpMovingAvg_10Day,Volatility_10Day,Return_20Day,MovingAvg_20Day,ExpMovingAvg_20Day,Volatility_20Day,Return_30Day,MovingAvg_30Day,ExpMovingAvg_30Day,Volatility_30Day,Return_50Day,MovingAvg_50Day,ExpMovingAvg_50Day,Volatility_50Day,sentiment_score_all,sentiment_score_sub
10,6758,7992.0,8013.0,7966.0,7991.0,4286200,1.0,0,0.0018882175226586,1.0,7991.0,0.0188703302307791,7953.4,7922.239863161587,0.0160367509085169,0.0797189568977165,7814.9,7822.054961971742,0.0143806040369369,0.0703187784623626,7614.45,7647.01681898516,0.0119608993253474,0.1418976850528721,7482.1,7500.783439298331,0.0108638266039546,0.2072820667774588,7191.18,7263.536364896018,0.0111942264440174,0.6249,0.6249
11,6758,8000.0,8007.0,7917.0,7944.0,4222100,1.0,0,-0.0011307953260459,1.0,7944.0,-0.011448481831757,7935.0,7929.493242107726,0.0113568239355911,0.0706199460916441,7867.3,7844.226787067788,0.0149521477800043,0.0655935613682092,7638.9,7675.300931462764,0.0120959150219665,0.118558152633061,7510.166666666667,7529.378056117794,0.0108410139910452,0.1869116987897803,7216.2,7290.221213331468,0.0112248296429906,0.0,0.0
12,6758,7910.0,7981.0,7897.0,7959.0,5092900,1.0,0,-0.0013836477987421,1.0,7959.0,0.0100253807106598,7950.8,7939.328828071818,0.0059536631149851,0.0397126061397778,7897.7,7865.094643964553,0.0122811647476185,0.0736543909348441,7666.2,7702.319890371073,0.0119226293945627,0.121301775147929,7538.866666666667,7557.095600884388,0.0108167216610309,0.1986445783132531,7242.58,7316.447832416508,0.0111069365090433,0.0,0.0
13,6758,7940.0,7987.0,7912.0,7950.0,4546700,1.0,0,-0.0093210731830205,1.0,7950.0,0.0017641129032257,7953.6,7942.885885381213,0.0052961787826647,0.0378590078328981,7926.7,7880.531981425544,0.0123462852434161,0.0666845565544076,7691.05,7725.908472240494,0.0119589605177946,0.1216139954853272,7567.6,7582.444271795073,0.0108122017336823,0.2133699633699632,7270.54,7341.2930154589985,0.0108577465311508,0.1027,0.0
14,6758,7971.0,7971.0,7883.0,7939.0,3970200,1.0,0,-0.0116973935155753,1.0,7939.0,0.0018929833417467,7956.6,7941.590590254142,0.0052851507389082,0.0172988211173756,7940.2,7891.162530257263,0.0112328637516695,0.0836745836745835,7721.7,7746.202903455685,0.0110247204703675,0.123231465761177,7596.633333333333,7605.447867163133,0.0107847996404552,0.2089234049033044,7297.98,7364.732505048842,0.010881047492173,0.8442,0.0
15,6758,7798.0,7933.0,7727.0,7865.0,6355700,1.0,0,0.0079763283159655,1.0,7865.0,-0.0157677387060443,7931.4,7916.060393502761,0.0044365886575949,0.0028050490883591,7942.4,7886.4057065741235,0.0116765426876154,0.0639880952380953,7745.35,7757.516912650382,0.0113488337629225,0.1009238521836506,7620.666666666667,7622.193166055834,0.010967590867383,0.1768666766422264,7321.62,7384.350838184181,0.0108534564349918,0.7906,0.7906
16,6758,7761.0,7830.0,7740.0,7773.0,5871200,1.0,0,-0.021442246330568,1.0,7773.0,-0.0215256797583081,7897.2,7868.373595668508,0.0058778422683104,-0.032727725236436,7916.1,7865.78648719701,0.0085933075598058,0.0495544153389144,7763.7,7758.991492397965,0.0118263292474856,0.0728778467908903,7638.266666666666,7631.922639213522,0.0110997477838427,0.1486626274567755,7341.74,7399.591981784802,0.010973764676559,0.0,0.0
17,6758,7829.0,7858.0,7772.0,7835.0,4661000,1.0,0,0.0066518847006651,1.0,7835.0,-0.0155798467144113,7872.4,7857.249063779005,0.0077965987342656,-0.0057106598984771,7911.6,7860.18894407028,0.0070778836010733,0.0563570176621275,7784.6,7766.230397883873,0.0118875451097086,0.0853303781687213,7658.8,7645.024404425553,0.0110867490137331,0.1501761597181443,7362.2,7416.666806028535,0.0109847817972697,0.0,0.0
18,6758,7777.0,7778.0,7601.0,7667.0,7262500,1.0,0,-0.0019435086810054,1.0,7667.0,-0.0355974842767295,7815.8,7793.832709186005,0.0111607038211719,-0.0338961693548387,7884.7,7825.063681512047,0.0091585558981351,0.0323145280732461,7796.6,7756.779883799694,0.0130841294792972,0.0501301191617586,7671.0,7646.442184785195,0.0118184030059676,0.1441575884196388,7381.52,7426.483794027416,0.0111952361313539,0.0,0.0
19,6758,7807.0,7818.0,7708.0,7718.0,5660500,1.0,0,-0.000389458652473,1.0,7718.0,-0.0278372591006423,7771.6,7768.555139457338,0.0126849851533903,-0.0259969712266532,7864.1,7805.597557600765,0.0096959768692875,0.0359731543624162,7810.0,7753.086561533057,0.0131293394312035,0.0369474674190515,7680.166666666667,7651.058818024861,0.0113856302267069,0.1474873624739816,7401.36,7437.915802104773,0.0112082307951824,0.0,0.0
20,6758,7552.0,7731.0,7546.0,7703.0,5246400,1.0,0,-0.0053246753246752,1.0,7703.0,-0.0205975842339478,7739.2,7746.703426304892,0.0125747476900085,-0.0360405456138155,7835.3,7786.943456218807,0.0089047449649836,0.040805296581543,7825.1,7748.316412815623,0.0130140040381354,0.0317439057058666,7688.066666666667,7654.409862023257,0.0113940914145951,0.1255113968439509,7418.54,7448.311260845763,0.011024872463004,0.0,0.0
21,6758,7650.0,7726.0,7545.0,7700.0,8364300,1.0,0,0.0242851547199374,1.0,7700.0,-0.0093914833397658,7724.6,7731.135617536594,0.0118641089768374,-0.0307150050352467,7810.9,7771.135555088114,0.0089219747491525,0.0377358490566037,7839.1,7743.714849690325,0.0130240180471493,0.0328638497652582,7696.233333333334,7657.351161247564,0.0113875500230864,0.1398963730569948,7437.44,7458.181407479263,0.0108056796358607,0.0,0.0
22,6758,7862.0,7911.0,7596.0,7659.0,14371600,1.0,0,-0.0024219247928617,1.0,7659.0,-0.0224633056796426,7689.4,7707.090411691063,0.010523623389715,-0.0376931775348662,7780.9,7750.747272344821,0.0087626618118832,0.0005225342913128,7839.3,7735.646768767438,0.0111160818670669,0.0331849453662485,7704.433333333333,7657.45753794127,0.0113813575500339,0.143646408839779,7456.68,7466.056646401645,0.0107457609772141,0.0,0.0
23,6758,7777.0,7858.0,7689.0,7845.0,9785200,1.0,0,-0.0172501916687962,1.0,7845.0,0.0232163818964392,7725.0,7753.060274460709,0.0116919178687688,-0.0132075471698113,7770.4,7767.88413191849,0.0124520568627538,0.0241514360313315,7848.55,7746.061362218157,0.01234301022151,0.0525962699584059,7717.5,7669.557051622479,0.0121076529145792,0.182722749886929,7480.92,7480.917170072169,0.0110089871494926,0.0,0.0
24,6758,7890.0,7900.0,7795.0,7826.0,5756000,1.0,0,0.0033805746976987,1.0,7826.0,0.0139932625032392,7746.6,7777.37351630714,0.0119943424832268,-0.0142335306713692,7759.1,7778.450653387856,0.0124569121237069,0.0028190671450538,7849.65,7753.674565816427,0.0116567974296184,0.0682500682500681,7734.166666666667,7679.650145066191,0.0116026746073451,0.1705055339515404,7503.72,7494.449830069339,0.0110183318670284,0.0,0.0
25,6758,7712.0,7749.0,7667.0,7691.0,6018000,1.0,0,-0.0060904496566023,1.0,7691.0,-0.0015578346098922,7744.2,7748.58234420476,0.0151045705829058,-0.0221233312142402,7741.7,7762.550534590064,0.0132587896672209,-0.0193803391559351,7842.05,7747.705559548196,0.0122279188286676,0.0404491341991342,7744.133333333333,7680.382393771598,0.0120620134701409,0.1456874720691197,7523.28,7502.157679870543,0.0113937814067368,0.0,0.0
26,6758,7652.0,7733.0,7633.0,7717.0,5403800,1.0,0,-0.00625814863103,1.0,7717.0,0.0022077922077921,7747.6,7738.0548961365075,0.0151932851033508,-0.0072044255757107,7736.1,7754.268619210052,0.0129096164694859,-0.0396963663514186,7826.1,7744.781220543606,0.0107567473322505,0.0419929786659465,7754.5,7682.744819979883,0.0120674677811718,0.1190545243619489,7539.7,7510.582868895228,0.0108477443975869,0.0,0.0
27,6758,7739.0,7762.0,7657.0,7670.0,4251200,1.0,0,-0.0223038572553135,1.0,7670.0,0.0014362188275232,7749.8,7715.369930757672,0.0152702431636634,-0.021059349074665,7719.6,7738.947052080952,0.0126229621130583,-0.0266497461928933,7815.6,7737.659199539453,0.0099921596973973,0.0341108264797087,7762.933333333333,7681.922573529569,0.0121444026676078,0.106462781304097,7554.46,7516.834521095416,0.0109026933487839,0.0,0.0
28,6758,7620.0,7654.0,7585.0,7622.0,5192800,1.0,0,-0.0250939345142243,1.0,7622.0,-0.0284257488846398,7705.2,7684.246620505115,0.0075905348387703,-0.0058693100299986,7715.1,7717.683951702596,0.0107779311577385,-0.0395665322580645,7799.9,7726.644037678552,0.0098442528650544,0.0262555540595126,7769.433333333333,7678.056601043791,0.0122190034425684,0.1051181673191241,7568.96,7520.958657523047,0.0109201622925204,0.0,0.0
29,6758,7516.0,7557.0,7440.0,7452.0,5598500,1.0,0,0.0144528561596697,1.0,7452.0,-0.0477894198824431,7630.4,7606.831080336744,0.0102481839182989,-0.0344648872764965,7688.5,7669.37777866576,0.0124309787500633,-0.0595658758202928,7776.3,7700.487462661546,0.0108595898538446,0.0002684563758388,7769.5,7663.472304202256,0.0129340936113004,0.0793742757821551,7579.92,7518.254396443712,0.0114590073259679,0.0,0.0
30,6758,7302.0,7375.0,7239.0,7265.0,7586200,1.0,0,0.0206241519674355,1.0,7265.0,-0.0553894162007541,7545.2,7492.887386891163,0.0121797807936523,-0.0568609632610671,7644.7,7595.854546181076,0.0141937252510487,-0.0908522087348266,7740.0,7659.012466217589,0.0115863948666742,-0.0183758951493041,7764.966666666666,7637.764413608563,0.0136991096314424,0.0381537582166333,7585.26,7508.322851485135,0.0119401323130261,0.0,0.0
31,6758,7357.0,7422.0,7304.0,7370.0,4910300,1.0,0,-0.0057165647434193,1.0,7370.0,-0.0449656602306596,7475.8,7451.92492459411,0.0159213582632582,-0.0428571428571428,7611.7,7554.790083239062,0.0155268758360409,-0.0722557905337362,7711.3,7631.487469434962,0.0123418738509486,-0.0067385444743934,7763.3,7620.489290149946,0.0139600126446622,0.0377358490566037,7590.62,7502.898425936699,0.0119306275961155,0.25,0.0
32,6758,7500.0,7603.0,7460.0,7522.0,6564400,1.0,0,-0.0280786201363818,1.0,7522.0,-0.019295958279009,7446.2,7475.28328306274,0.0208614534835961,-0.0178874526700614,7598.0,7548.828249922869,0.0173758639717934,-0.0549063952757884,7689.45,7621.060091393537,0.0134342376776558,-0.0173742651861528,7758.866666666667,7614.135142398337,0.0132449285965394,0.0597351366582135,7599.1,7503.647507272515,0.0122484479050626,0.8225,0.0
33,6758,7456.0,7548.0,7451.0,7479.0,4197200,1.0,0,-0.0156830375567478,1.0,7479.0,-0.0187614799265284,7417.6,7476.5221887084945,0.0208473259764122,-0.0466539196940726,7561.4,7536.132204482347,0.0148275481975878,-0.0592452830188678,7665.9,7607.530558879867,0.0134431330676998,-0.0236292428198433,7752.833333333333,7605.416746114573,0.0132756393118103,0.0551636568848759,7606.92,7502.6809383598675,0.0122821736889687,0.0,0.0
34,6758,7105.0,7315.0,7091.0,7269.0,8508500,1.0,0,-0.0388539482879105,1.0,7269.0,-0.0245571658615136,7381.0,7407.348125805664,0.0222984737683299,-0.0711730130334781,7505.7,7487.562712758284,0.0165566220662977,-0.0843935004408615,7632.4,7575.289553272261,0.0145830871070346,-0.0685545873910814,7735.0,7583.712439913634,0.0136788793869631,0.0284380305602716,7610.94,7493.516979992814,0.0129652779998741,0.0,0.0
35,6758,7185.0,7185.0,7026.0,7155.0,7935200,1.0,0,-0.0386796568271048,1.0,7155.0,-0.0151410874053682,7359.0,7323.232083870443,0.0204326095975617,-0.0696918476140944,7452.1,7427.09676498405,0.016456870317559,-0.0902733630006357,7596.9,7535.261976770142,0.0147683089318048,-0.0877215351268647,7712.066666666667,7556.053572822432,0.0138195382925091,0.0015397536394177,7611.16,7480.241804306822,0.0130837055003048,0.8122,0.0
36,6758,7051.0,7058.0,6830.0,6877.0,10840100,1.0,0,0.0396309181666918,1.0,6877.0,-0.0668928086838535,7260.4,7174.488055913629,0.0230345531521327,-0.1088505896073603,7368.1,7327.079171350586,0.0188274961491604,-0.1152708092113726,7552.1,7472.57035993489,0.0166599617250108,-0.1442259830761573,7673.433333333333,7512.243664898405,0.0143722192810101,-0.0507936507936508,7603.8,7456.585262961456,0.0140749064673135,0.0,0.0
37,6758,6700.0,6769.0,6572.0,6611.0,11636800,1.0,0,-0.0098937872835733,1.0,6611.0,-0.1211114065408136,7078.2,6986.658703942419,0.0148930942389361,-0.138070404172099,7262.2,7196.882958377752,0.020627677414324,-0.1562220804084237,7490.9,7390.516039941091,0.017879411819315,-0.1610406091370558,7631.133333333333,7454.098912324314,0.0154728914090353,-0.0842221914392574,7591.64,7423.425056570811,0.0150846368614066,0.0,0.0
38,6758,6599.0,6958.0,6591.0,6873.0,11245600,1.0,0,0.0008817046289493,1.0,6873.0,-0.0810268752507019,6957.0,6948.772469294947,0.0326730609060327,-0.0982681710837051,7187.3,7137.995147763615,0.0267464511555863,-0.1035607147515325,7451.2,7341.228798041939,0.0204677446918062,-0.1339465725806451,7595.7,7416.6086599162945,0.0173619676452422,-0.058622106560745,7583.08,7401.839760234701,0.0160449409492475,0.0,0.0
39,6758,7041.0,7053.0,6805.0,6805.0,10454700,1.0,0,0.0173249155777419,1.0,6805.0,-0.0638327142660614,6864.2,6900.848312863298,0.0320767505411001,-0.0868223295759528,7122.6,7077.450575442957,0.0264017230720432,-0.1182948950505312,7405.55,7290.159388704611,0.0202869367286536,-0.1412165572942958,7558.4,7377.150036695889,0.0173752566155873,-0.0857181244121993,7570.32,7378.434279441184,0.0158144518044821,0.0,0.0
40,6758,6733.0,6880.0,6717.0,6811.0,5694000,1.0,0,-0.0324722182133063,1.0,6811.0,-0.0480782669461914,6795.4,6870.898875242199,0.0326005952787642,-0.0624913971094287,7077.2,7029.005016271511,0.0258990933690502,-0.1157990393353238,7360.95,7244.525161208934,0.0203286374864903,-0.1476661243899386,7519.066666666667,7340.624227876799,0.0172272507265586,-0.0877310474149477,7557.22,7356.181954757216,0.0158036462606534,0.0,0.0
41,6758,6911.0,6959.0,6852.0,6929.0,6867100,1.0,0,-0.073090692124105,1.0,6929.0,0.0075614366729679,6805.8,6890.265916828133,0.0293682868475287,-0.0598371777476255,7033.1,7010.822286040327,0.0261654630649218,-0.1001298701298701,7322.4,7214.475145855702,0.0209604360710479,-0.1277693856998992,7485.233333333334,7314.067826078297,0.0177091923376474,-0.0705566733735747,7546.7,7339.429721237326,0.0160308445800935,0.0,0.0
42,6758,6796.0,6844.0,6660.0,6704.0,7607800,1.0,0,0.0329900225297714,1.0,6704.0,0.0140674633187112,6824.4,6828.177277885423,0.0271842273497756,-0.1087476734910928,6951.3,6955.036415851176,0.0255820035184961,-0.1246899072986029,7274.65,7165.858465298016,0.0218589329960038,-0.1576831260208568,7443.4,7274.7086114926,0.0184038927034169,-0.0956427896937811,7532.52,7314.510908639784,0.0166323836326346,0.4767,0.0
43,6758,6424.0,6447.0,6135.0,6214.0,12909400,1.0,0,-0.0426857766007165,1.0,6214.0,-0.0958824385275716,6692.6,6623.451518590282,0.0361012132305788,-0.1691402593929669,6824.8,6820.302522060053,0.0325061819906999,-0.2079031230082855,7193.1,7075.205278126777,0.0255817766093046,-0.2183647798742138,7385.533333333334,7206.275797847917,0.0223916332567273,-0.166241781832819,7507.74,7271.353618104891,0.0196021519404456,0.34,0.0
44,6758,6114.0,6489.0,5950.0,6419.0,15776000,1.0,0,-0.0427990235964198,1.0,6419.0,-0.0567229977957384,6615.4,6555.301012393522,0.0433525582595066,-0.1169349291511899,6739.8,6747.338427140043,0.0359616664204011,-0.1797853309481216,7122.75,7012.709537352797,0.027370653085127,-0.1914598815971785,7334.866666666667,7155.483810889987,0.0235689810358271,-0.1238056238056237,7489.6,7237.927986022347,0.0201513760094567,0.0,0.0
45,6758,6298.0,6427.0,6122.0,6145.0,12208900,1.0,0,-0.0120707242434545,1.0,6145.0,-0.0977829980913228,6482.2,6418.534008262348,0.0446775401737873,-0.1411600279524808,6638.8,6637.822349478216,0.0373022477351825,-0.2010141724093096,7045.45,6930.070533795389,0.0283586455533178,-0.2186904005085823,7277.533333333334,7090.291306961601,0.0244950493893224,-0.1686958874458874,7464.66,7195.068065001863,0.0208918708254732,0.0,0.0
46,6758,6000.0,6113.0,5819.0,5882.0,14615800,1.0,0,-0.030631560832903,1.0,5882.0,-0.1511040554192524,6272.8,6239.689338841567,0.0398529495260362,-0.1446851824923658,6539.3,6500.40010411854,0.0376226208463343,-0.2377867046779836,6953.7,6830.254292481543,0.0290314259917774,-0.2432780136369484,7214.5,7012.337029093111,0.0253356583284605,-0.2057790980286254,7434.18,7143.575199707673,0.0216266626961178,0.0,0.0
47,6758,5476.0,5980.0,5297.0,5811.0,26823200,1.0,0,0.0355050594709747,1.0,5811.0,-0.1332040572792362,6094.2,6096.792892561045,0.0408994178007503,-0.1210104371502042,6459.3,6375.054630642442,0.0366809098345937,-0.2423728813559321,6860.75,6733.182455102348,0.0289810454231095,-0.2583280153158902,7147.033333333334,6934.83141431291,0.0251290134805207,-0.2165295941755426,7402.06,7091.317348738745,0.0216341955375323,0.0,0.0
48,6758,5800.0,5979.0,5600.0,5633.0,17304600,1.0,0,0.0272587004971711,1.0,5633.0,-0.0934985516575475,5978.0,5942.195261707364,0.031851324296529,-0.1804161210533973,6335.3,6240.13560688927,0.0320969213039558,-0.2609551298871687,6761.3,6628.40317366403,0.0291696242597384,-0.265292813355941,7079.233333333334,6850.842290808851,0.0253388392929586,-0.2415510973475158,7366.18,7034.128433101932,0.0219284753807744,0.0,0.0
49,6758,5572.0,5977.0,5499.0,5833.0,20806200,1.0,0,-0.0105140186915887,1.0,5833.0,-0.0912914784234304,5860.8,5905.796841138243,0.0328485116905793,-0.1428361498897868,6238.1,6166.110951091221,0.0364741473441017,-0.2172571121846483,6680.35,6552.650490457932,0.0311592537862461,-0.2442342575796838,7016.4,6785.175046240539,0.0264882068535263,-0.2170469798657718,7333.84,6987.025357294013,0.0226333581615104,0.0,0.0
50,6758,5980.0,6275.0,5951.0,5992.0,15407800,1.0,0,-0.0106257378984652,1.0,5992.0,-0.0248982912937347,5830.2,5934.531227425496,0.0347925768280016,-0.1202466598150051,6156.2,6134.45441452918,0.038629215371839,-0.175223675154852,6616.7,6499.255205652415,0.0321746569181566,-0.2221212514604699,6959.366666666667,6734.002462612118,0.0272771686499373,-0.1903796784218349,7305.66,6948.004755047189,0.0230732087105022,0.5622,0.5622
51,6758,6133.0,6200.0,5700.0,5929.0,18077500,1.0,0,0.0565973406068871,1.0,5929.0,0.0079904794287657,5839.6,5932.687484950331,0.0280843975046408,-0.1443209698369173,6056.2,6097.099066432966,0.0372061986302466,-0.1955223880597014,6544.65,6444.94518606647,0.0316757237380566,-0.2299999999999999,6900.333333333333,6682.066819862948,0.0272377228184071,-0.2009433962264151,7275.84,6908.0437842610245,0.023069116291684,0.0,0.0
52,6758,6133.0,6200.0,5700.0,5929.0,18077500,1.0,0,0.0565973406068871,1.0,5929.0,0.0079904794287657,5839.6,5932.687484950331,0.0280843975046408,-0.1443209698369173,6056.2,6097.099066432966,0.0372061986302466,-0.1955223880597014,6544.65,6444.94518606647,0.0316757237380566,-0.2299999999999999,6900.333333333333,6682.066819862948,0.0272377228184071,-0.2009433962264151,7275.84,6908.0437842610245,0.023069116291684,0.7351,0.7351
53,6758,5794.0,5930.0,5720.0,5866.0,13443600,1.0,0,0.0487253952888029,1.0,5866.0,0.0094648081225261,5850.6,5910.458323300221,0.0279127677618284,-0.125,5972.4,6055.081054354245,0.036710976531748,-0.2201542143047061,6461.85,6389.807549298235,0.0308102401964431,-0.2341036688862775,6840.566666666667,6629.417347613726,0.0272323746886773,-0.2337034617896799,7240.06,6867.179322133141,0.0225009158979419,0.0,0.0
54,6758,5966.0,6198.0,5912.0,6198.0,12787200,1.0,0,-0.0153846153846153,1.0,6198.0,0.1003017930055032,5963.6,6006.305548866814,0.0290258683397111,-0.0025748310267138,5970.8,6081.066317198927,0.0352480533779152,-0.1712795828319294,6397.8,6371.540163650785,0.0343058637235714,-0.2099426386233269,6785.666666666667,6601.583970348324,0.0290550619867403,-0.1908616187989555,7210.82,6840.936995774979,0.0240572411691165,0.0,0.0
55,6758,5966.0,6198.0,5912.0,6198.0,12787200,1.0,0,-0.0153846153846153,1.0,6198.0,0.1003017930055032,5963.6,6006.305548866814,0.0290258683397111,-0.0025748310267138,5970.8,6081.066317198927,0.0352480533779152,-0.1712795828319294,6397.8,6371.540163650785,0.0343058637235714,-0.2099426386233269,6785.666666666667,6601.583970348324,0.0290550619867403,-0.1908616187989555,7210.82,6840.936995774979,0.0240572411691165,0.0,0.0
56,6758,6330.0,6523.0,6328.0,6500.0,11234500,1.0,0,0.0449999999999999,1.0,6500.0,0.1143493913937938,6097.0,6170.87036591121,0.0312207492818425,0.0126187879732044,5978.9,6157.236077708213,0.0370835481203772,-0.1057917182556059,6359.35,6383.774433779282,0.0362396320755445,-0.1694352159468438,6741.466666666666,6595.030165809723,0.0307612735454932,-0.1670937980522808,7184.74,6827.5669175092935,0.0249505000418432,0.0,0.0
57,6758,6400.0,6459.0,6325.0,6400.0,9297700,1.0,1,-0.0379784688995215,1.0,6400.0,0.0680907877169558,6178.6,6247.246910607473,0.0349739568149961,0.0414971521562246,6004.4,6201.374972670356,0.0342612099410591,-0.1055206149545772,6321.6,6385.319725800302,0.0362351974508305,-0.1678585359511116,6698.433333333333,6582.447574467161,0.0307393773717995,-0.1839857197500956,7155.88,6810.79958741089,0.0249739185421258,0.0,0.0
58,6758,6400.0,6459.0,6325.0,6400.0,9297700,1.0,1,-0.0379784688995215,1.0,6400.0,0.0680907877169558,6178.6,6247.246910607473,0.0349739568149961,0.0414971521562246,6004.4,6201.374972670356,0.0342612099410591,-0.1055206149545772,6321.6,6385.319725800302,0.0362351974508305,-0.1678585359511116,6698.433333333333,6582.447574467161,0.0307393773717995,-0.1839857197500956,7155.88,6810.79958741089,0.0249739185421258,0.4767,0.0
59,6758,6600.0,6688.0,6510.0,6688.0,11536500,1.0,0,-0.0020205160087037,1.0,6688.0,0.1280148423005565,6330.4,6394.164607071649,0.0342207291583053,0.1370282216933016,6085.0,6289.852250366655,0.0318063671905976,-0.0274829140613639,6312.15,6414.146418581226,0.0369186654726244,-0.1333419722690164,6664.133333333333,6589.257408372505,0.0320405346394926,-0.1677451468392234,7128.92,6805.9839173163455,0.0255790689545922,0.3182,0.0
